"modelName","parName","PID","value","Rhat","vol","stoch","cond"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","703",3.73320811633947,1.00045611914877,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","704",4.58893040246278,1.00008448679155,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","706",4.54472799566954,1.00035962251931,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","707",3.98176266788415,1.0003011366185,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","708",4.3012103455322,1.00013202407279,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","709",4.8666705916835,1.00034528287509,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","710",4.01158885000466,1.00002816315657,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","712",4.92380898976953,1.00041875471056,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","713",3.61288952352587,1.00010438672302,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","715",5.34520168970024,1.00049046689108,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","716",2.67862200841389,1.00063758038226,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","717",5.15952964845684,1.00037222387391,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","719",3.19818114055752,0.999915468547683,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","720",4.65341366572564,1.00051229172398,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","cs","721",5.83888604330841,1.00074152196018,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","eta","501",9.65546206239224,0.999870052990609,"H","L","HVLS"
